tenant_id,teacher_id,subject_id,teacher_subject_id
f89c1823-506b-445d-864a-1d99c58bcc5d,abedd1cb-07b6-4d00-bc0c-d71d15bfe037,3e5629fb-9802-4c0f-a5fb-1f77b2fdf428,f6c3b647-e392-4f64-8170-81e30914fad1
f89c1823-506b-445d-864a-1d99c58bcc5d,abedd1cb-07b6-4d00-bc0c-d71d15bfe037,e04f9ace-db2c-425e-8217-ab1b0b9a3406,da7dd219-deac-42e2-88bf-5c6dff5f3b33
